model,shots,eval_time,f1,accuracy,f1_raw,accuracy_raw,ratio_valid_categories,total_tokens,eval_speed
llama3.3:70b,8,19.181,0.9571727677851991,0.9572798605056669,0.0,0.0,1.0,2113143,96.049304457827
llama3.3:70b,10,19.543,0.9530700578813635,0.953792502179599,0.0,0.0,1.0,2396515,106.91176557842783
qwen2.5:72b,0,17.049,0.9369080397324264,0.9293809938971229,0.0,0.0,0.994768962510898,1220644,62.420420795427184
qwen2.5:72b,1,14.86,0.9464224794799505,0.9363557105492589,0.0,0.0,0.998256320836966,1346610,79.00591513234242
qwen2.5:72b,2,15.752,0.9572767488547206,0.9520488230165649,0.0,0.0,1.0,1479302,81.87620852064896
qwen2.5:72b,4,15.721,0.9673591974576655,0.96512641673932,0.0,0.0,1.0,1689123,93.67370329182248
qwen2.5:72b,8,17.072,0.9685057142285245,0.9659982563208369,0.0,0.0,1.0,2127607,108.65346746208071
qwen2.5:72b,10,17.771,0.9627380593135331,0.9590235396687009,0.0,0.0,1.0,2411485,118.30668354254263
llama3.2-vision:90b,0,25.36,0.9551319086260406,0.9546643417611159,0.0,0.0,1.0,1235035,42.458690755475125
llama3.2-vision:90b,1,21.523,0.9512187955131371,0.948561464690497,0.0,0.0,1.0,1353128,54.81162241597066
llama3.2-vision:90b,2,24.723,0.9514158386220809,0.951176983435048,0.0,0.0,1.0,1482316,52.27285366322674
llama3.2-vision:90b,4,26.505,0.9612915930066019,0.9616390584132519,0.0,0.0,1.0,1691358,55.63451616357033
llama3.2-vision:90b,8,28.163,0.9542356856581665,0.9546643417611159,0.0,0.0,1.0,2112255,65.38889732120842
llama3.2-vision:90b,10,30.867,0.954969980394353,0.955536181342633,0.0,0.0,1.0,2395895,67.6721448199914
