model,shots,eval_time,f1,accuracy,f1_raw,accuracy_raw,ratio_valid_categories,total_tokens,eval_speed
qwen2.5:7b,10,1.76,0.9250066630976738,0.918918918918919,0.0,0.0,0.999128160418483,2410042,1193.8465958627248
llama3.1:8b,0,2.154,0.727385497246778,0.7367044463818657,0.0,0.0,1.0,1238301,501.2069756880611
llama3.1:8b,1,2.401,0.8974262239368024,0.8927637314734089,0.0,0.0,1.0,1353609,491.5159950427514
llama3.1:8b,2,2.192,0.8747199074627491,0.8727114210985178,0.0,0.0,1.0,1483414,590.0086865768523
llama3.1:8b,4,2.24,0.9039732621084643,0.9014821272885789,0.0,0.0,1.0,1691899,658.5109447004608
llama3.1:8b,8,2.709,0.9132010814170369,0.9102005231037489,0.0,0.0,1.0,2112762,679.9518412421638
llama3.1:8b,10,1.461,0.9221122018028491,0.9215344376634699,0.0,0.0,1.0,2396138,1429.875394371652
llama3.2-vision:11b,0,1.664,0.7274874195137394,0.7428073234524848,0.0,0.0,0.999128160418483,1240926,650.173320032191
llama3.2-vision:11b,1,1.573,0.8945677572524012,0.8918918918918919,0.0,0.0,0.999128160418483,1354574,750.776369544698
llama3.2-vision:11b,2,1.613,0.867729700787088,0.8674803836094158,0.0,0.0,1.0,1483909,802.064849082028
llama3.2-vision:11b,4,1.622,0.9173035970842538,0.916303400174368,0.0,0.0,1.0,1692382,909.6705392397687
llama3.2-vision:11b,8,1.647,0.9124924220653992,0.9110723626852659,0.0,0.0,1.0,2113208,1118.6268235448563
llama3.2-vision:11b,10,1.696,0.9312053545164901,0.9311246730601569,0.0,0.0,1.0,2396458,1231.9144692470925
qwen2.5:14b,0,23.991,0.883536756564182,0.8814298169136879,0.0,0.0,1.0,1217847,44.25689712107602
qwen2.5:14b,1,28.912,0.9471408016612802,0.9433304272013949,0.0,0.0,1.0,1345706,40.57968165069581
qwen2.5:14b,2,24.002,0.9407643756334633,0.937227550130776,0.0,0.0,1.0,1477601,53.67182057699783
qwen2.5:14b,4,35.875,0.930165559523864,0.9241499564080209,0.0,0.0,1.0,1687704,41.01483342396009
qwen2.5:14b,8,33.184,0.9366214404326179,0.9337401918047079,0.0,0.0,1.0,2126052,55.8575303147114
qwen2.5:14b,10,3.677,0.9453017767282926,0.941586748038361,0.0,0.0,1.0,2410488,571.541704969201
qwen2.5:32b,0,67.564,0.9326425126939404,0.9311246730601569,0.0,0.0,1.0,1218229,15.719913882420734
qwen2.5:32b,1,79.037,0.9565966344853677,0.953792502179599,0.0,0.0,0.998256320836966,1347819,14.867491844587503
qwen2.5:32b,2,68.02,0.9557084029429156,0.9546643417611159,0.0,0.0,1.0,1480668,18.978314752802333
qwen2.5:32b,4,90.381,0.9633136733162192,0.9616390584132519,0.0,0.0,1.0,1690032,16.30250596508492
qwen2.5:32b,8,77.049,0.964964620779988,0.9642545771578029,0.0,0.0,1.0,2128207,24.081494896255002
qwen2.5:32b,10,8.131,0.9694548384755698,0.967741935483871,0.0,0.0,1.0,2413086,258.7411005293978
llama3.1:70b,0,13.464,0.9357671455914237,0.932868352223191,0.0,0.0,0.998256320836966,1235227,79.98513003256836
llama3.1:70b,1,11.484,0.9316443045641956,0.9293809938971229,0.0,0.0,0.999128160418483,1353473,102.75264140670149
llama3.1:70b,2,11.557,0.9462826601370166,0.9459459459459459,0.0,0.0,1.0,1482635,111.8473546718403
llama3.1:70b,4,12.293,0.9554636671274578,0.95640802092415,0.0,0.0,1.0,1691414,119.95783567330975
llama3.1:70b,8,11.217,0.9520141615259146,0.952920662598082,0.0,0.0,1.0,2112372,164.1837853693706
llama3.1:70b,10,19.501,0.9485482460597552,0.949433304272014,0.0,0.0,1.0,2395894,107.11426195164827
llama3.3:70b,0,16.185,0.9536393680835596,0.953792502179599,0.0,0.0,1.0,1236955,66.63122209177399
llama3.3:70b,1,16.317,0.9493253614591123,0.948561464690497,0.0,0.0,1.0,1354567,72.37636369533244
llama3.3:70b,2,64.927,0.9561597009515947,0.95640802092415,0.0,0.0,1.0,1483519,19.920689145232636
llama3.3:70b,4,39.523,0.9589844771752568,0.959895379250218,0.0,0.0,1.0,1692313,37.330806308118824
llama3.3:70b,8,17.345,0.9551661915624345,0.955536181342633,0.0,0.0,1.0,2113221,106.22021979204025
llama3.3:70b,10,45.594,0.9533196652616975,0.953792502179599,0.0,0.0,1.0,2396616,45.82762404037699
qwen2.5:72b,0,56.845,0.9346674894589402,0.9267654751525719,0.0,0.0,0.994768962510898,1220572,18.72008059972502
qwen2.5:72b,1,82.182,0.9460927642200435,0.9363557105492589,0.0,0.0,0.998256320836966,1346567,14.285249930211036
qwen2.5:72b,2,44.66,0.9572767488547206,0.9520488230165649,0.0,0.0,1.0,1479221,28.87692381574473
qwen2.5:72b,4,16.489,0.9641367837820011,0.9616390584132519,0.0,0.0,1.0,1689157,89.31250724704425
qwen2.5:72b,8,16.055,0.9658769432663517,0.963382737576286,0.0,0.0,1.0,2127639,115.53783216314234
qwen2.5:72b,10,61.483,0.9636499422478478,0.960767218831735,0.0,0.0,1.0,2411509,34.195615005521546
llama3.2-vision:90b,0,17.458,0.955153637451438,0.9546643417611159,0.0,0.0,1.0,1235053,61.677631496810434
llama3.2-vision:90b,1,15.55,0.9508674796116091,0.948561464690497,0.0,0.0,0.999128160418483,1353195,75.8693866566494
llama3.2-vision:90b,2,14.361,0.948736904701584,0.948561464690497,0.0,0.0,1.0,1482374,89.9931987891987
llama3.2-vision:90b,4,17.379,0.9593418068496501,0.959895379250218,0.0,0.0,1.0,1691400,84.8512266630908
llama3.2-vision:90b,8,21.814,0.9541041155727603,0.9546643417611159,0.0,0.0,1.0,2112291,84.42188051169558
llama3.2-vision:90b,10,21.25,0.9532878354192009,0.953792502179599,0.0,0.0,1.0,2395904,98.29853838658393
